family_name,first_name,patronymic,graduation_season,school,tenure_start_date,troupe_city,source,note,entry_id,balletartists_link_status,balletartists_seasons_attested,balletartists_link_note
Андерсонъ,Елизавета,,1905-06,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report. For reference only (not used): BalletArtists shows multiple plausible dates ['1906-03-01', '1906-08-01'], ambiguous.",graduates_1905-06_p001__e002,ambiguous,,"2 distinct people appear to share this exact name in BalletArtists, and this graduate has no Report-stated date to disambiguate against -- not linked."
Васильева,Маргарита,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e003,linked,1905-06–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1906-08-01, active 1905-06–1907-08), plausibly close to this graduate's 1905-06 graduation -- linked at moderate confidence."
Вишнякова,Марія,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e004,linked,1906-07–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1906-08-01, active 1906-07–1907-08), plausibly close to this graduate's 1905-06 graduation -- linked at moderate confidence."
Голейзовская,Надежда,,1905-06,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report, and no BalletArtists record found -- may not have entered Imperial service.",graduates_1905-06_p001__e005,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Каралли,Вѣра,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e006,linked,1906-07,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1906-08-01, active 1906-07), plausibly close to this graduate's 1905-06 graduation -- linked at moderate confidence."
Мосолова,Зинаида,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e007,linked,1905-06,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1906-08-01, active 1905-06), plausibly close to this graduate's 1905-06 graduation -- linked at moderate confidence."
Мухина,Надежда,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e008,linked,1906-07–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1906-08-01, active 1906-07–1907-08), plausibly close to this graduate's 1905-06 graduation -- linked at moderate confidence."
Лащилинъ,Левъ,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e009,linked,1906-07–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1906-08-01, active 1906-07–1907-08), plausibly close to this graduate's 1905-06 graduation -- linked at moderate confidence."
Новиковъ,Лаврентій,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e010,linked,1906-07,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1906-08-01, active 1906-07), plausibly close to this graduate's 1905-06 graduation -- linked at moderate confidence."
Савицкій,Михаилъ,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e011,linked,1907-08–1907-08,"Two records under this exact name (both patronymic ""Ивановичъ"") are on record in BalletArtists: one starting 1900-08-01 -- 6 years before this graduate's 1905-06 graduation, chronologically impossible for him regardless of whether it's the same real person or a different one -- and one starting 1906-08-01, matching this graduate's graduation year. Only the second can be this graduate; linked to it on that basis."
Щербининъ,Борисъ,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e012,linked,1906-07–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1906-08-01, active 1906-07–1907-08), plausibly close to this graduate's 1905-06 graduation -- linked at moderate confidence."
Власова,Ольга,,1906-07,St. Petersburg,1907-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1907 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1906-07_p000__e001,linked,1907-08,Matches this graduate's own Report-stated date (1907-06-01) against a BalletArtists person active 1907-08 -- linked on that basis
Коржавина,Евгенія,,1906-07,St. Petersburg,1907-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1907 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1906-07_p000__e002,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Леонтьева,Марія,,1906-07,St. Petersburg,1907-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1907 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1906-07_p000__e003,linked,1907-08,Matches this graduate's own Report-stated date (1907-06-01) against a BalletArtists person active 1907-08 -- linked on that basis
Легать,Александра,,1906-07,St. Petersburg,1907-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1907 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1906-07_p000__e004,linked,1907-08,Matches this graduate's own Report-stated date (1907-06-01) against a BalletArtists person active 1907-08 -- linked on that basis
Неслуховская,Нина,,1906-07,St. Petersburg,1907-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1907 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1906-07_p000__e005,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Николаидисъ,Ольга,,1906-07,St. Petersburg,1907-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1907 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1906-07_p000__e006,linked,1907-08,Matches this graduate's own Report-stated date (1907-06-01) against a BalletArtists person active 1907-08 -- linked on that basis
